CP Num,Title,System,Component,Item,Description,Solution
"48","Parts-Pending line for local Chrysler/Toyota deale","NA-GBMS 3","VENDOR PAYABLES","PARTS PAYMENT","CP48 PIMS location has a pending line for local Chrysler/Toyota dealer for parts that were ordered/receipted using the local vendor number instead of the Corporate vendor number (7058-Chrysler or 7064-Toyota)","""The local vendor number should be set up with the Corporate Vendor number in the """"CORP VEND"""" field on vendor maintenance.  Take the following steps to correct the locations inventory, manifest and setting up the local vendor properly.

To offset the incorrect pending line:
 1.  Select the line and press F9 (Line Detail).
 2.  Press F3 to move cursor to the write in area at the bottom of the screen.
 3.  Enter a (-) credit entry for the parts listed above so that the net of the lines is zero ($00).
 4.  Press F7 to save.
 5.  Type """"S"""" to save.
The above steps has corrected the locations inventory.

To correct the manifest:
 1.  From the pending parts screen type a """"V"""" at the beginning of the line to be voided (this is effective week of 1/8/95).
Lines must be voided individually, repeat this for the next line.

To correct the local parts vendor:
 1.  Go to Vendor Maintenance for the local Chrysler/Toyota Vendor.
 2.  Tab to the """"CORP VEND"""" field and type in 7058 (Chrysler) or 7064 (Toyota).  Press enter.

This will generate a """"Y"""" in the """"CORP PAY"""" field.  This number associates the local vendor with the Corporate Vendor number so that no payable lines are created when working with this vendor."""
"484","CHECK DOWN PAYMENT","NA-GBMS 3","POINT OF SALE","CREDIT CARD","CP484 Check down payment ..How do I process an invoice with a check used for payment of total or as a down payment on credit card?","""1. At Main Menu type POS or """"1"""" for  Option 1, ENTER.
2. Type employee #,TAB.
3. Type number for payment type, ENTER.
4. Complete Work Order screen and bill merchandise/services as usual.
5. Go to Document Total Screen.
6. Type $ amount of check in check field (whether you are making a down payment on credit card or processing a cash invoice).
7.  Press F8 ALT KEYS.
8.  Press F1 CC OPTIONS.
9.  A pop-up window will display for CHECK VERIFICATION.
10. Question will display: do you want to authorize check?
11. Answer Y and press ENTER.
12. Type check number, TAB.
13. Type Driver's license number, TAB.
14. Type Driver's license state, ENTER.
15. Press F1 Authorize.
16. The system will dial outfor authorization and pass the authorization number to the document.
17. Press F5 PRINT and the document will finalize if cash sale or proceed to generate another pop-screen for credit card information or dial to SPS for credit card authorization if credit card sale."""
"49","Finalized Parts Manifest to wrong Vendor","NA-GBMS 3","VENDOR PAYABLES","PARTS PAYMENT","CP49 PIMS location finalized parts payment manifest to wrong vendor.","""If the location finalized manifest to the wrong vendor there is no way to correct this in PIMS.  They must call retail Accounts Payable in Akron (1-700-446-1937) immediately to void the check.

To correct inventory for this transaction without affecting payables again they must do a write-in entry for credit units to the corporate parts vendor:
 1.  Go to Parts-Receipt of Merchandise (PROM).
 2.  Choose option 1 (list pending receipts).  Press enter.
 3.  Type in Vendor # and press F9 (Line Detail).
 4.  In the """"SHIP #"""" field, type: CORRECTPPAYS
      This identifies this entry as a correction.
 5.  Enter (-) units, the manufacturer, part#, etc.
 6.  Press F8 to save.

Now the location can do a write in entry for the part to the correct vendor."""
"492","TIRE TRADE-INS","NA-GBMS 3","ADMIN","LOCATION PROF","CP492 ""TIRE TRADE-IN  PROF Indicator
How do I turn program on?""","""1. Type 5 (PERS) on Main Menu screen.
    Enter.
2. Type 1 (PROF) on Administration
    screen, Enter.
3. Press F1 Next Screen.
4. Tab to Trade-in Inventory Control
    Y/N.
5. Type Y, Enter.
6. Screen will say """"File has been
    updated"""".
6. Press F8 End"""
"495","Tire Trade-in","NA-GBMS 3","INV ADMIN","OTHER","CP495 Tire Trade-in  Explanation of program benefits.","""1.  You will be able to keep unit inventory control on trade-ins.
2.   Sales statistics will not be reduced by the amount of the trade.
3.   Traded merchandise, excluding casings, will NOT be average  costed - they will be standard costed.
4.   Casings and dealer product codes associated to a casing (department 256) will always be average costed."""
"506","SPS - VOICE AUTHORIZATION","NA-GBMS 3","POINT OF SALE","MANUAL DOCUMENT","CP506 Location has a voice authorization for a credit card purchase.  Cursor will not go to approval number field.  How to process?","""If work order HAS NOT been printed, press F8 (Alt FKeys), then F4 (Manual).  Enter manual doc, date, & amt...cursor will then go to auth # field.
If work order HAS been printed, they will have to start a new manual invoice.
INSTRUCTIONS FOR MANUAL DOC
Advised need to start inv as manual doc (void original).  Enter emp # opt PM( P=Gdyr M=Manual) pull up the customer and billing him out as usual. On doc total will ask for original doc/date(doc voided)  Manual amt(amount to be charged to the credit card.  Enter in CC#, appproval number and tab up to downpayment and enter in the down payment & press enter. Amount to be charged is what should be in Manual amount.   Print"""
"518","BOX TOP AUDIT TRAIL REPRINT","NA-GBMS 3","GTRACS","MISC","CP518 - GTRACS: Box Top Audit Trail did not print. How do I reprint?


THIS CP PERTAINS ONLY TO THE FOLLOWING LOCATIONS STILL USING THE OLD OPENROAD RETREAD SYSTEM: 7353, E137, E264, E360, E658.""","""** IMPORTANT ** This procedure should only be done if instructed to do so by Support 2,  Development or Infrastructure

1. Go into Inventory Reports/Lists.

2. Choose Raw Materials.

3. Choose Option 6, Usage Report (Kardex).

4. Starting and Ending Retread Shop =1, skip over item number and tread size.

5. Select Summary Option.

6. For categories, use Selected Categories.

7. Enter """"Y"""" for Tread and """"Y"""" for Supply if you receipted in Cushion Gum.

8. For date, enter Range, then enter the starting and ending date for the day's report that you need to reprint.

9. Make sure the printer selection is correct.

10. Accept the form."""
"52","Core value is showing a value of $.00","NA-GBMS 3","INV ADMIN","CORE RETURN","CP52 Core value is showing a value of zero.","""The reason a core has a value of zero is that when processing the core return, the """"RTND"""" core value was entered as """"00"""".  This can't be overridden on the pending payable line.

The initial entry on the pending core return screen displays an """"EXPECT"""" value which is the value that the system/triad thinks the core is worth.
When the user enters a return quantity for this line, he can override the """"RTND"""" field, which is the value that the vendor is giving him for the core.  This must be accurate."""
"522","CHECK AUTH","NA-GBMS 3","POINT OF SALE","CASH/CHECK","CP522 EPX - How do I process checks through the GBMS terminal ?","""On """"Document Total"""" screen:   (see link at bottom for EPX TeleCheck process)
01. Press  F8 key (Alt fkeys)
02. Press F1 (CC Options)
03. Type the check #, drivers lic#, state of issue(eg OHIO = OH)
04. Type other info such as a date of  birth if asked.
05. Press F1 to authorize
06. Press F5 to complete the document, if check has been approved.
If this is a company check, omit the check number that will appear in the MACRO number (at the bottom of check)
The Auth will print on the invoice on the top left side under the """"Salesman #"""" line.  The location should still write whatever information on the check, that they wrote before.""
Notes://AHQNA004/85256BDF004F160E/DA70DABF23CCDAA985256761006A3A10/B5F6D5CBC29EA30085257A4F004CD0AD"
"531","GOODYEAR CARD","NA-GBMS 3","POINT OF SALE","CREDIT CARD","CP531 - How to get an ""Open to Buy"" on a Goodyear Credit Card.","Updated for EPX - 11/26/14

""01. Get into POS
02. Enter EMPL #.
03. Type P (enter)
04. Enter the Customer name
05. Type Y at the """"CRED Card Options""""  (enter)
06. Press F1 to swipe card, or F4 for """"key-entry""""
07. Swipe the credit card
08. go back up to cc options and make it a ""Y""
09. Now you will get the option to check  the open to buy.
The system will dial out & the open to buy will appear on the screen when complete."""
"54","List Price is incorrect on P/L Verify","NA-GBMS 3","POINT OF SALE","PART/LBR VERIFY","CP54 Pims location shows an incorrect list price on Parts/Labor Verify after selecting the part from the Parts/Labor Catalog.","""The incorrect price is probably due to a pricing difference between the suggested list (CML) at the time the part was received into inventory, and the current triad price.

As long as the service code entered is CML/FR (not a pre-priced package), the price of the part can be changed on P/L Verify.  Bring the line down, and override the part price."""
"540","Sonsio - Transfer Payment Discrepancy","NA-GBMS 3","POINT OF SALE","SONSIO","CP540  Sonsio Transfer Payment Discrepancy..
Goodyear Store has received payment on his Sonsio  Account #67 but he does not know where to apply it, no lines match it.""","""1. Check the Account on the TPX IAC screen.
2. If you agree the transfer does not
match lines on the screen and looks like a mistake, have store call:
Chris Adams, Retail Accounting at
330-796-1308 per Dave Johnson."""
"551","How to print PM from workorder","NA-GBMS 3","POINT OF SALE","WORK ORDER","CP551 How do you print the preventative maintenance from customer workorder screen?","""1) First you must select a vehicle.
2) Then tab to the PM field and type a """"Y"""" and press enter.
3) This will drive screen to Triad catalog.
4) Screen should display the Catalog look-up file - arrow down to the Major Service Intervals and press enter.
5) Answer the engine query and press enter.
6) Identify the mileage interval by line# and type the """"perform"""" line # and press f12, to post it.
7) Hit the esc key twice.
8) Answer the question, to print now (Y or N) and press enter.
9) If you answer Y, the print should occur immediately, then return to workorder screen.
10) If you answer N, the system will change the """"N"""" to a """"P"""", flagging the document to print the selected interval advice after the workorder is printed."""
"552","Did not receive month end reports","NA-GBMS 3","ACCOUNTING","REPORTS","CP552 Did not receive a month end report that they normaly receive in the mail","""Go to the TPX screen and select option AKSARCRD (EXSPRESS REPORTS DISTRIBUTION)  Order copies of the missing report(s) per instructions in the desk top proceedures in lotus notes.
The reports are printed out on the lazer printer and sent to us from WOC.
When we receive the reports mail them to the dealer."""
"555","Changeover condition codes","NA-GBMS 3","INV ADMIN","INV CORRECTIONS","CP555 ""Changeover condition codes
How do I process an employee/retiree changeover and what condition codes are used?""","""Condition codes:
0 = First class
1 = Overage (OA)
2 = Foreign Brand (FB)
3 = Changeover (CO) - or - Customer   Owned Casing ( retread sale)
4 = Foreign Changeover (SU - Slighly  used)

Use the product code for the original tires + the appropriate condition code, minus the # of units(4) and use billing code """"E"""" for the credit of tires at 25% off of B300. Then sell new tires as normal, difference in downgrade or upgrade $$$, to the customer responsibility, as debit or credit amounts."""
